x,y,population,traffic,facilities,distance_to_center,centrality,coverage_penalty,score
3.745401188473625,2.61705683735906,0.17276183281745794,0.287735336993221,0.24704436178561678,2.693034774053354,0.01849182674882553,0,0.1932212137447356
9.50714306409916,2.469787990719998,0.21963568212171897,0.06003518281232364,0.2355643608468846,5.168782391643308,0.004096491587897495,0,0.15059041445933005
7.319939418114051,9.062545805210366,0.20102631948304892,0.30417238979837274,0.03544008692011667,4.678289999898649,0.005738227099741033,0,0.16440237669179725
5.986584841970366,2.495461998495061,0.28699634303089777,0.27563061983969944,0.3176873334532523,2.6918507112000185,0.01850504660324281,0,0.25001941585342086
1.5601864044243652,2.71949726128631,0.03951394439963805,0.05703672535942613,0.19483693647999809,4.127106772738939,0.008048744492973228,0,0.07023945806965735
1.5599452033620265,7.593982624179637,0.07089849074633582,0.33645124400712234,0.12466594426675123,4.308447847939883,0.007223323224959541,0,0.13848889463740907
0.5808361216819946,4.4973984245054,0.09544771030937192,0.1813718911606746,0.2593002734191873,4.447653058312922,0.006635360441217944,0,0.1363774156639376
8.661761457749352,7.767105569551812,0.10796644402954901,0.025918104386638743,0.09236251418089403,4.589702627241041,0.006072150099522042,0,0.0690494290595864
6.011150117432088,0.6536615756438524,0.18678197805020727,0.21910189514346182,0.23769627766224222,4.462407675125347,0.0065751912861727775,0,0.17801379923132274
7.080725777960454,4.875711936733843,0.155758111376768,0.2517268639071542,0.2167974350916175,2.0844345242150424,0.02726680977128229,0,0.17268446901151163
0.2058449429580244,0.3361360018328263,0.009036167063702364,0.27977669005236994,0.2877052972604692,6.688463957020405,0.0005386669369240055,0,0.13118049883120586
9.699098521619945,0.6265320345535452,0.10366342352576917,0.2846971245006203,0.15360114251185655,6.419404097007534,0.0010458614582277877,0,0.1435167582565682
8.324426408004218,9.06437453344411,0.184342998578254,0.34087497808151457,0.21864118001588548,5.250804823105201,0.0038518868179910487,0,0.203261962977556
2.1233911067827616,1.3924537111759516,0.05106630124425968,0.1752510796275554,0.07581544323976855,4.6140295784210865,0.005979174508515459,0,0.08029925522882375
1.8182496720710064,5.324206822752171,0.17438491035539777,0.18136012401972126,0.23214906680945036,3.1982253224554573,0.013744498068142253,0,0.16358548321920086
1.8340450985343384,4.110956026007066,0.07217706520696772,0.28123243463676306,0.26470185248581896,3.2884144546890064,0.013050426910695717,0,0.154076869275746
3.042422429595377,3.4734332625884266,0.27078632295836513,0.13532481799533935,0.16254004747530565,2.4824415296080358,0.02104140389587781,0,0.1778099537616237
5.247564316322379,8.998333456872725,0.237135489567305,0.1936695167301896,0.21748662171193214,4.005990329876492,0.008641660866096947,0,0.1880651484817704
4.319450186421157,0.218233967754895,0.07856039076289294,0.1904200979743102,0.15639646247694802,4.829951804717651,0.005194986112935573,0,0.11108772121106467
2.91229140198042,6.637896861755891,0.0842043378056453,0.09768227843123531,0.3112068319350335,2.6535322345874524,0.018939234507456583,0,0.12318455629319214
6.118528947223795,9.633944342135504,0.1087082253250164,0.1458209393728994,0.1715597025915299,4.767027078986149,0.005416182066876413,0,0.11506289280156885
1.3949386065204183,5.60168183461842,0.06450746539528025,0.30515582582540307,0.2885439004070959,3.6549266313931295,0.010582292762691726,0,0.16138806661028582
2.921446485352181,9.36822462033092,0.1777916030936442,0.29832949337006776,0.2746815002938753,4.83753770496107,0.005168708479872459,0,0.20141062091073056
3.663618432936917,0.5225787928602377,0.2184712087795841,0.034949707441975716,0.14069039303024122,4.672602739259017,0.0057592844319632325,0,0.12512788164317032
4.56069984217036,4.187933190741614,0.700246340827266,0.5556880677173982,0.12596413531034303,0.9232752197304134,0.07609983792032639,0,0.45562835601037355
7.851759613930136,2.601577909620512,0.5122826145931358,0.09819352102095603,0.1395577165244343,3.7262529998999363,0.010158410903070993,0,0.25889673103284083
1.9967378215835971,7.3082096498072975,0.10552032189734872,0.310358512811541,0.28328040833679796,3.787798239052598,0.009805487020085966,0,0.17792466168219723
5.142344384136116,9.812970904972468,0.04123257236428641,0.04510521700691147,0.07833791135552709,4.815075373844795,0.005246758612622318,0,0.04422392926044119
5.924145688620425,2.565300624442478,0.4375539368584019,0.32326211203472605,0.18161788693896105,2.604190143429605,0.019517151231121313,0,0.29508825282450274
0.4645041271999772,6.5417460147407445,0.09525693780556911,0.035471791657338596,0.276287336338835,4.79037614245009,0.0053334262581682425,0,0.10302820424305455
6.075448519014383,1.9809763275974013,0.3319600422984237,0.23960118207364056,0.12135562551615826,3.2048546693379882,0.0136921502352878,0,0.21900926007630445
1.7052412368729153,5.653302545716099,0.07429532408988725,0.14010644019406204,0.2201754871814082,3.3589045124030923,0.012533904558700779,0,0.11065992280455716
0.6505159298527952,4.639324866883362,0.021413905718802386,0.2758471841289275,0.08417703361275448,4.364412701396718,0.006982435433303506,0,0.09541013035729926
9.488855372533331,9.72005329631537,0.2625146708836007,0.08128871484288916,0.03744106517469382,6.51373362025029,0.000863274539035579,0,0.13294575127995667
9.656320330745594,6.085272726964666,0.041211724458849415,0.22283839995694507,0.27312655645435785,4.781122871712049,0.005366125825581828,0,0.12762451993748486
8.08397348116461,3.495063720868188,0.46896252645110437,0.0957279163668319,0.03729715330641622,3.4315777183059213,0.012023601305186711,0,0.22077996052921095
3.046137691733706,1.1409578488793335,0.25853581951996124,0.24978742502112844,0.09300318481634264,4.325480810706448,0.007149348896934995,0,0.1855342233610754
0.9767211400638388,1.5124682873493456,0.20991908210702018,0.3042015190609075,0.293087252187757,5.324438959322683,0.0036387169091072497,0,0.21918127058195244
6.842330265121569,2.2531692995123507,0.53659043982096,0.0622334567418508,0.11917097409911745,3.3074551702062993,0.012908733977918765,0,0.255965045030358
4.4015249373960135,2.50966661340298,0.18763224300059467,0.3798864787835813,0.3339444131328463,2.561236571845449,0.02003837187256506,0,0.23981915530358722
1.2203823484477885,8.506160578411379,0.229047259121446,0.20670734343504937,0.3358051891306421,5.155450668324843,0.004136984387016113,0,0.2110773249915216
4.951769101112702,5.612227882825249,0.7342104924195358,0.6583461661430501,0.4590362422186949,0.6141247431232223,0.12022826459405664,0,0.5681122266364242
0.3438852111521839,5.233909113743664,0.12363248511558488,0.1492889849971035,0.014028009406851236,4.66198652941208,0.0057987288755060665,0,0.09045065150820598
9.09320402078782,1.1476887186921747,0.16665728628940324,0.05594564854380926,0.24165606476466384,5.620909300449982,0.0028369515127333773,0,0.1294060823315564
2.587799816000169,8.60139693349435,0.1087350033719614,0.2451163340412635,0.1546351708507949,4.334601434996224,0.007109976933446449,0,0.1367666155692764
6.62522284353982,7.228143032084837,0.13069044593814258,0.31935091810279853,0.2997437898642701,2.7578924312945694,0.017785042504977647,0,0.19473042224955733
3.1171107608941098,0.6766836190000158,0.08727236087495027,0.03717316507713838,0.242499081459656,4.715542006701197,0.005601555857911288,0,0.09354228528988259
5.200680211778108,7.078350972297686,0.23891338684151175,0.33899339463153355,0.2891428070750229,2.0880170764268295,0.027200188312970018,0,0.2422222930564382
5.4671027934327965,5.4353821734264605,0.874493598214383,0.8915232746117442,0.8054148199266106,0.6385473017484846,0.11518774053479086,0,0.7510393830042301
1.8485445552552704,0.8172534574677826,0.05318980257212552,0.3259799806632756,0.04750771988961583,5.237083163295807,0.0038922734576468734,0,0.1128563011912393
9.695846277645586,4.583006415286564,0.24792270451423448,0.17915279159710693,0.04389210616030326,4.714324544722189,0.0056059883762774355,0,0.1535765991934728
7.7513282336111455,4.8469628713004695,0.23739624776186302,0.38623959665570773,0.13628436176866895,2.7555811386759097,0.017809658042791,0,0.22144671932882456
9.394989415641891,1.6577454016327575,0.22119064219983361,0.18647797550524314,0.3291320102975354,5.5214669938261185,0.0030962838332369604,0,0.20138659539073686
8.948273504276488,9.456981470002823,0.14703842168447337,0.1371831793498792,0.23760171275476022,5.954288159681245,0.0020307414736941837,0,0.14093611728326533
5.978999788110851,8.49975371480662,0.20721044859531085,0.3038071433673156,0.30479992860333527,3.634104655816041,0.010709172283497066,0,0.22140232684314487
9.218742350231167,6.690223373291083,0.004176338448252836,0.17229234330138277,0.1393189698487073,4.544737843842423,0.006246621920157375,0,0.07354440846241189
